job_id,inferred,type
4424086591,1,Medical insurance
4419690825,1,Disability insurance
4424071936,1,Medical insurance
4424070977,1,Medical insurance
4424092247,1,Medical insurance
4424074732,1,Medical insurance
4392900556,1,401(k)
4392900556,1,Medical insurance
4413415461,1,Medical insurance
